time,player_id,bid,alloc
10.0,4,16.98250287881353,0.9321504165635611
10.0,5,1.1361264078854287,0.0623606962964492
11.0,5,0.0052037532812761874,0.049463570632915184
12.0,5,0.0052037532812761874,0.049463570632915184
13.0,8,0.0052037532812761874,0.049463570632915184
14.0,9,0.0052037532812761874,0.049463570632915184
15.0,9,0.00530994104961931,0.05042203040563287
16.0,9,0.00530994104961931,0.05042203040563287
18.0,11,45.13913005706964,0.7694421066205595
18.0,12,13.425621545001736,0.22885329228135168
19.0,11,45.08997327092044,0.3820581607416783
19.0,12,72.82863725525861,0.6170945152680277
20.0,11,111.81300916996227,0.35901275816804523
20.0,12,103.91809422100809,0.33366351470910427
20.0,13,95.61467848184344,0.30700264394940474
21.0,11,95.8141293788217,0.4993220618725139
21.0,12,95.97430635243349,0.5001568019807511
22.0,11,93.35299540732737,0.505233692955653
22.0,12,91.31891649982535,0.49422509924404967
23.0,11,130.2906017169518,0.26313023236745287
23.0,12,127.27893086839322,0.2570479697963038
23.0,14,120.3960548959518,0.24314756001909396
23.0,15,117.09074839349995,0.2364722813990348
24.0,11,142.75224938855402,0.21209050915988223
24.0,12,139.2152903890476,0.20683556264733294
24.0,14,133.13027014577358,0.1977948992099997
24.0,15,130.46092492163737,0.19382898770853133
24.0,16,127.41357732027029,0.18930146882788726
25.0,11,119.78510005960948,0.17968814474090075
25.0,12,116.5814297775039,0.17488235863673054
25.0,14,111.02784846743043,0.16655150010943254
25.0,15,108.59583121669107,0.1629032611586302
25.0,16,106.36286318006017,0.15955361346815564
25.0,17,104.17465742710158,0.15627111312491737
26.0,12,113.02415767787136,0.1791742064545112
26.0,14,107.7956837042808,0.17088564501390188
26.0,15,105.5010909457219,0.16724808783057105
26.0,16,103.3810230406047,0.1638872002793301
26.0,17,101.41664391221354,0.1607731220261798
26.0,18,99.58736277370616,0.15787321104158825
27.0,12,112.55369167677168,0.17914376765345763
27.0,14,107.3596596494836,0.17087679344035733
27.0,15,105.08017621772302,0.16724870053477833
27.0,16,102.97433172705308,0.16389697647730128
27.0,17,101.02001601686163,0.16078643008568708
27.0,18,99.19907631010904,0.15788816886583973
28.0,12,108.51438361188917,0.21442593442327934
28.0,14,103.6922134636022,0.2048972590018471
28.0,15,101.56981780729424,0.20070337560434806
28.0,17,97.78040251507531,0.19321543817240303
28.0,19,94.41248762230742,0.18656039140438443
29.0,12,107.79146331003571,0.21433636162230144
29.0,14,103.01950704248333,0.2048476348456172
29.0,15,100.91929473601976,0.20067149834483483
29.0,17,97.1694580612465,0.19321519035097218
29.0,19,93.90824120198127,0.18673047129612713
30.0,15,85.44747946432071,0.2617994396853866
30.0,17,82.43104118060117,0.25255748360342783
30.0,19,79.79321021802059,0.24447552878957382
30.0,20,78.61353400624853,0.24086116154096396
31.0,15,82.78656299599992,0.26155087821143236
31.0,17,79.92707636242112,0.2525167884608707
31.0,19,77.42504424247488,0.24461201895960794
31.0,20,76.28314787648478,0.2410043803943303
32.0,17,71.11586094874892,0.3424186896240944
32.0,20,68.29052944921034,0.3288148845527772
32.0,21,68.18046520802292,0.3282849317020478
33.0,20,67.33267124789708,0.338409364099808
33.0,21,66.40545097975986,0.33374921895027826
33.0,22,65.12998678731249,0.3273388238434352
34.0,20,66.32994609174737,0.33710546551369536
34.0,21,65.52541429661832,0.333016632621499
34.0,22,64.8078276266107,0.32936967671858386
35.0,21,53.603194414261026,0.5017404013378741
35.0,22,53.131324534840715,0.4973235716084763
36.0,21,61.712170904829165,0.3400298343206846
36.0,22,60.97395455562707,0.33596231280537253
36.0,24,58.70433412853373,0.3234568597240745
37.0,21,51.78492257792377,0.5016218593844828
37.0,22,51.350057335963314,0.4974094766986606
38.0,21,49.002800386000416,0.5017871901206117
38.0,22,48.55373878197215,0.4971888129115252
39.0,21,47.29122332791377,0.5056363377730169
39.0,25,46.1369110150398,0.4932944652339873
40.0,21,46.753052448526404,0.508567028197376
40.0,25,45.07790228568702,0.4903451989160147
41.0,21,66.49507944847642,0.26380146141264355
41.0,25,63.27874845984718,0.251041527561529
41.0,26,61.717479677798906,0.2448476108119234
41.0,27,60.47355624138859,0.2399126769321204
42.0,21,69.07289610312458,0.26310171187515335
42.0,25,65.73127288797468,0.25037332146518587
42.0,27,64.37599454972111,0.24521100641863755
42.0,28,63.25289111258661,0.240933055824503
43.0,25,69.28050904914025,0.20645868208456353
43.0,27,67.66706907480386,0.2016505665655541
43.0,28,66.93478953823055,0.19946834431988344
43.0,29,66.20661713654471,0.1972983615001011
43.0,30,65.37699067701095,0.19482604153870575
44.0,25,60.528613424084895,0.3407121189212816
44.0,28,58.78096171922968,0.3308746869727633
44.0,29,58.24366952471402,0.3278502997992013
45.0,25,0.0032411514213468266,0.03139398754009503
46.0,25,6.536519057815168,0.9142753886674769
46.0,32,0.5128794044379906,0.07173742058801894
47.0,25,33.927391974084884,0.6287739961011789
47.0,33,19.93061548878333,0.3693727108529498
48.0,25,33.508016015759594,0.46765473379835815
48.0,33,38.04316934400942,0.530949615878512
49.0,25,42.45789122318828,0.527836507622592
49.0,33,37.879688614593746,0.470920292368138
50.0,25,42.06124090700172,0.5075707857802022
50.0,33,40.70649318125581,0.4912224719201533
